,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
1866,09/07/2020,Eibar,Leganes,0,0,D
1867,09/07/2020,Mallorca,Levante,2,0,H
1868,09/07/2020,Ath Bilbao,Sevilla,1,2,A
1869,10/07/2020,Sociedad,Granada,2,3,A
1870,10/07/2020,Real Madrid,Alaves,2,0,H
1871,11/07/2020,Osasuna,Celta,2,1,H
1872,11/07/2020,Valladolid,Barcelona,0,1,A
1873,11/07/2020,Ath Madrid,Betis,1,0,H
1874,12/07/2020,Espanol,Eibar,0,2,A
1875,12/07/2020,Levante,Ath Bilbao,1,2,A
1876,12/07/2020,Leganes,Valencia,1,0,H
1877,12/07/2020,Sevilla,Mallorca,2,0,H
1878,13/07/2020,Alaves,Getafe,0,0,D
1879,13/07/2020,Villarreal,Sociedad,1,2,A
1880,13/07/2020,Granada,Real Madrid,1,2,A
1881,16/07/2020,Eibar,Valladolid,3,1,H
1882,16/07/2020,Ath Bilbao,Leganes,0,2,A
1883,16/07/2020,Barcelona,Osasuna,1,2,A
1884,16/07/2020,Betis,Alaves,1,2,A
1885,16/07/2020,Celta,Levante,2,3,A
1886,16/07/2020,Getafe,Ath Madrid,0,2,A
1887,16/07/2020,Mallorca,Granada,1,2,A
1888,16/07/2020,Real Madrid,Villarreal,2,1,H
1889,16/07/2020,Sociedad,Sevilla,0,0,D
1890,16/07/2020,Valencia,Espanol,1,0,H
1891,19/07/2020,Alaves,Barcelona,0,5,A
1892,19/07/2020,Valladolid,Betis,2,0,H
1893,19/07/2020,Villarreal,Eibar,4,0,H
1894,19/07/2020,Ath Madrid,Sociedad,1,1,D
1895,19/07/2020,Espanol,Celta,0,0,D
1896,19/07/2020,Granada,Ath Bilbao,4,0,H
1897,19/07/2020,Leganes,Real Madrid,2,2,D
1898,19/07/2020,Levante,Getafe,1,0,H
1899,19/07/2020,Osasuna,Mallorca,2,2,D
1900,19/07/2020,Sevilla,Valencia,1,0,H
